Identification Level,External Identifier,Compound,sMEnD1_mean,sMED1_mean,Fold_Change,P_Value,FDR_P_Value
Tier 2,C01092,8-Amino-7-oxononanoic acid,0.19886666666666666,0.6222333333333333,0.3196014356886484,0.04298675677358128,0.12040272151859573
Tier 2,,Isomer 2 of Hydroxyprolyl-Valine,0.4673333333333333,1.4807,0.3156164876972603,0.03566577764533023,0.11038758486344503
Tier 2,,2-Oxo-4-hydroxy-5-aminovaleric acid,0.15523333333333333,0.4982666666666667,0.3115466952100615,0.04768298250832481,0.12821424185571784
Tier 2,,3-Methylhistamine,0.244,0.785,0.310828025477707,0.04966565421142716,0.1287514563571791
Tier 1,C00141,Valine,0.071,0.229,0.3100436681222707,0.009241300062908906,0.05783076351534937
Tier 1,HMDB0011175,Leucyl-Proline,0.7023333333333334,2.340666666666667,0.3000569638279692,0.005936998680598876,0.049887280580032216
Tier 1,,4-Chloroindole-3-acetic acid,0.15133333333333335,0.5168333333333334,0.2928087713640761,0.0024463244051369393,0.033026874032084284
Tier 2,C20248,7-Carboxy-7-carbaguanine,0.25866666666666666,0.9670000000000001,0.2674939675973802,0.005886161004785802,0.049887280580032216
Tier 1,C03401,"2,3-Diaminoproprionic acid",0.09633333333333334,0.3873333333333333,0.24870912220309815,0.02604289276185757,0.09518644175799038
Tier 2,,"Cyanidin 3-O-(6""-O-Malyl-beta-D-Glucoside)",0.25633333333333336,1.0601666666666667,0.24178588272284235,0.026102938466892787,0.09518644175799038
Tier 2,C05516,5-Amino-4-imidazole carboxylic acid,0.17290000000000003,0.863,0.2003476245654693,0.03177722586599645,0.10448490026591224
Tier 2,,N-Acetyl-L-Cystine,1.0736666666666668,5.440333333333332,0.19735310336376452,0.021993394892271794,0.09113701308098927
Tier 1,C00642,4-Hydroxyphenylacetic acid,0.25199999999999995,1.5173333333333332,0.16608084358523723,0.013162905967899503,0.07089906435122027
Tier 2,C06114,gamma-Glutamyl-beta-aminopropiononitrile,0.17699999999999996,1.0692000000000002,0.16554433221099882,0.029125859981567102,0.10029265208617456
Tier 2,,2-Amino-4-[(2-hydroxy-1-oxopropyl)amino]butanoic acid,0.08633333333333333,0.5262333333333333,0.1640590359156268,0.026117271622853554,0.09518644175799038
Tier 2,C00570,CDP-ethanolamine,0.2836,1.7543333333333333,0.16165684970549118,0.038651679929096114,0.11351585610244247
Tier 2,C05711,gamma-Glutamyl-beta-cyanoalanine,0.056633333333333334,0.3766333333333334,0.1503672891406319,0.001283766253755515,0.02219081667205962
Tier 2,,cyclic 6-Hydroxymelatonin,0.37833333333333335,2.8160666666666665,0.13434814516701785,0.024615191297852144,0.09518644175799038
Tier 2,,Dimethyl fukiic acid,0.09500000000000001,0.7873333333333333,0.12066045723962746,0.016441964765137068,0.0824616904643546
Tier 2,,N-Carboxyethyl-g-aminobutyric acid,0.2213333333333333,2.0643333333333334,0.10721782657839495,0.03157516480453819,0.10448490026591224
Tier 2,C02587,Pyrimidodiazepine,0.15306666666666666,1.45,0.1055632183908046,0.007033681952564937,0.05195868734521972
Tier 2,C06735,Aminoacetaldehyde,0.42533333333333334,4.663,0.09121452569876332,0.027869281356294868,0.0991818542385788
Tier 2,,Dhelwangin,0.019799999999999998,0.25833333333333336,0.07664516129032256,0.023387277320621208,0.09432868519317221
