Identification Level,External Identifier,Compound,sMEnD3_mean,sMEnD2_mean,Fold_Change,P_Value,FDR_P_Value
Tier 1,C01924,Homoarginine,0.8336666666666668,2.1933333333333334,0.3800911854103344,0.0032191912204719503,0.0301755249624252
Tier 2,C12205,5-Hydroxyconiferyl alcohol,0.7376,1.9406666666666668,0.38007557540364134,0.000940184816116837,0.014151613011420962
Tier 2,,6-O-Galloylglucose,0.6756666666666667,1.8200000000000003,0.37124542124542126,0.0012847641326918589,0.01750379256955297
Tier 2,,Myricetin 3-O-Gentiobioside,0.5793666666666667,1.564,0.37043904518329074,0.024572633372083545,0.10394044554103953
Tier 1,C08317,12-Hydroxydodecanoic Acid,0.49633333333333335,1.3443333333333332,0.36920406645177295,6.373098089332288e-05,0.0035173431835886296
Tier 2,,Homoagmatine,0.8423333333333334,2.295,0.36702977487291216,0.01392984127211191,0.07761868285758511
Tier 2,,Homoisocitric acid,0.5616666666666666,1.5333333333333334,0.3663043478260869,0.0167400408682591,0.08714627307626896
Tier 2,,N-Acetyl-6-(1'-Hydroxy-2'-oxopropyl)-tetrahydropterin,0.49466666666666664,1.361,0.36345824148910116,0.03958441368792798,0.13903762987636273
Tier 2,,Valyl-Proline,0.594,1.6406666666666665,0.36204794798862255,0.00843184665811514,0.056163852165261194
Tier 2,,N-Acetyl-N-(L-Arginino)succinic acid,0.7337666666666666,2.046666666666667,0.35851791530944616,0.0010139534709389692,0.014875595858459054
Tier 2,,L-2-Amino-3-methylenehexanoic acid,0.618,1.7266666666666666,0.35791505791505795,0.000636821369154432,0.011233023372186282
Tier 2,,gamma-Glutamyllysine,0.4775,1.3403333333333336,0.3562546630191494,0.001235464103568604,0.01704792921381772
Tier 2,C03194,(R)-1-Aminopropan-2-ol,0.878,2.4796666666666667,0.35407984944212934,0.00011838148978865514,0.004425940215001655
Tier 2,C21188,Symmetric dimethylarginine,0.7306666666666667,2.0683333333333334,0.3532634971796938,0.00020537425954595605,0.006103301713173411
Tier 1,C16741,5-Hydroxylysine,0.47433333333333333,1.3713333333333335,0.3458920758385999,0.032498233890684236,0.12072260602340715
Tier 2,C00679,5-Dehydro-4-deoxy-D-glucaric acid,0.5683333333333332,1.6659666666666668,0.34114328017767453,0.01838216930166568,0.0909793928523567
Tier 2,,"N-Acetyl-6-Lactoyl-5,6,7,8-tetrahydropterin",0.3861666666666667,1.1380000000000001,0.3393380199179848,0.006580143003736795,0.04703842001002083
Tier 2,,Methylmalonylcarnitine,0.527,1.5563333333333336,0.3386164060826729,0.03208561175423023,0.11995878717146075
Tier 2,C19623,22-Hydroxydocosanoic acid,0.42103333333333337,1.2546666666666668,0.33557385759829966,0.0021874830096456003,0.02343179407034065
Tier 1,HMDB0028818,Glutamyl-Glutamic acid,0.663,1.9843333333333335,0.3341172518058122,0.005955021901523411,0.04427856656732665
Tier 2,C00311,Isocitric acid,0.5453333333333333,1.633,0.33394570320473566,0.019166859198428924,0.091794999218922
Tier 2,C00441,L-Aspartate 4-semialdehyde,0.48146666666666665,1.4479999999999997,0.33250460405156546,0.021784227013796467,0.09940125633460671
Tier 2,,Stearoylglycine,0.601,1.8399999999999999,0.3266304347826087,0.003282968298317289,0.03019809728372808
Tier 1,C00147,Adenine,0.7246666666666667,2.2216666666666662,0.32618154538634664,0.00025660383492786875,0.006763687376808773
Tier 2,,"(R)-2-Hydroxybutane-1,2,4-tricarboxylic acid",0.4836666666666667,1.4896666666666667,0.32468113671962406,0.01369049559792987,0.07702565241747922
Tier 2,C00055,Cytidine 5'-monophosphate,0.4750666666666667,1.4636666666666667,0.3245729902072421,0.009351016142228018,0.059548503894737766
Tier 1,HMDB0029038,Seryl-Glutamic acid,0.9813333333333333,3.0513333333333335,0.321608040201005,0.020190258115344455,0.09480856328061577
Tier 1,C02225,2-Methylcitric Acid,0.47203333333333336,1.4793333333333332,0.31908517350157733,0.007492238125870475,0.05168752373740405
Tier 2,,2-Isopropoxyphenol,0.48900000000000005,1.534,0.31877444589309,0.0018763252396900934,0.021746609528008182
Tier 2,C05786,(3Z)-Phycocyanobilin,0.5073333333333333,1.6300000000000001,0.31124744376278113,0.002865213254186205,0.02818456488014965
Tier 2,C04540,Aspartylglycosamine,0.6676666666666667,2.193,0.3044535643714851,0.00011506208911034328,0.004425940215001655
Tier 1,C00018,Pyridoxal,0.6970000000000001,2.296333333333333,0.3035273624618958,9.220971872433226e-05,0.0042748425600600435
Tier 2,,Isomer 1 of Norfuraneol,0.444,1.487,0.29858776059179554,0.0012355703657986959,0.01704792921381772
Tier 1,C08278,Suberic acid,0.29743333333333327,0.9963333333333333,0.2985279357644697,0.0014016097537392477,0.018252423647008856
Tier 1,,trans-3-Hydroxycinnamic acid,0.7073333333333333,2.377666666666667,0.2974905369409785,0.00975368178499979,0.0614375934174715
Tier 2,,L-beta-aspartyl-L-serine,0.6026666666666666,2.0543333333333336,0.2933636216128508,0.00026261081273200586,0.006763687376808773
Tier 2,,"7,8-Diaminononanoic acid",0.4008333333333334,1.4000000000000001,0.2863095238095238,0.00535680094066184,0.042234913538959674
Tier 2,,"15H-11,12-EETA",0.38533333333333336,1.3709999999999998,0.2810600534889376,0.004021111901256536,0.034018019660995075
Tier 2,C22137,Isomer 7 of 4-Chloro-L-lysine,0.932,3.361666666666667,0.27724343083787806,0.0002321716508081419,0.006513244987844545
Tier 2,C16414,2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene,0.565,2.0719999999999996,0.2726833976833977,0.0012988146341514715,0.01750379256955297
Tier 2,,"11H-14,15-EETA",0.34900000000000003,1.3096666666666668,0.2664800203614151,0.0016299206530037394,0.019677896216993063
Tier 1,,N-Acetyl-Homoserine,0.9576666666666668,3.6470000000000002,0.26259025683209947,9.714250570712585e-05,0.00433031400440611
Tier 1,C00352,D-Glucosamine 6-phosphate,0.6613333333333333,2.522,0.26222574676182925,1.84029611790021e-05,0.001777419333871953
Tier 2,C02637,3-Dehydroshikimic acid,0.5173333333333333,1.9753333333333334,0.26189672629092137,0.0028875250729568113,0.02818456488014965
Tier 1,C00956,Aminoadipic acid,0.2773333333333334,1.0603333333333333,0.26155297076391076,0.031844070271723465,0.11982882287314121
Tier 1,,D-Glyceric acid,0.5906666666666668,2.2769999999999997,0.2594056507099986,0.00044061653496062046,0.009284992073079257
Tier 2,C02305,Phosphocreatine,1.3336666666666668,5.235,0.25475963069086277,0.01670881903611456,0.08714627307626896
Tier 2,,N-Ribosylhistidine,0.7115999999999999,2.794,0.254688618468146,0.009931096409032765,0.061882477086392336
Tier 2,C16322,9-Oxononanoic acid,0.319,1.277,0.24980422866092405,0.0004596559531351733,0.009397281140068891
Tier 2,C04454,5-Amino-6-(5'-phospho-D-ribitylamino)uracil,0.6726666666666666,2.7626666666666666,0.24348455598455598,4.8609496065795986e-05,0.0033140238788386795
Tier 2,C14837,"Isomer 3 of 9,10-Dihydroxy-12,13-epoxyoctadecanoic acid",0.4186666666666667,1.7236666666666665,0.24289305743569914,0.020693930475546626,0.09671074766596185
Tier 2,,"9,10-Dihydroxystearic acid",0.2583333333333333,1.067,0.24211184004998437,0.0018951599163847424,0.021747429139504122
Tier 2,C16311,Isomer 1 of 12-Oxo-9(Z)-dodecenoic acid,0.40186666666666665,1.6669999999999998,0.24107178564287143,8.802744753655898e-05,0.004250992153952994
Tier 2,,2-Octenedioic acid,0.45566666666666666,1.913,0.23819480745774524,3.5029619512936786e-05,0.002706621934366249
Tier 1,HMDB0028838,Glycyl-Cysteine (S-S 2 charges),1.5106666666666666,6.399,0.2360785539407199,0.009003193412223427,0.0582636124802249
Tier 2,C01127,4-Hydroxy-2-oxoglutaric acid,0.5773333333333334,2.4796666666666667,0.2328269928753865,0.0014209528352551978,0.018298714845119714
Tier 1,C03761,3-Hydroxymethylglutaric acid,0.8146666666666667,3.526,0.2310455662696162,0.029968850765928604,0.11539501009206396
Tier 1,C00245,Taurine,0.35000000000000003,1.5546666666666666,0.22512864493996573,1.033622493611954e-06,0.00027922807769075066
Tier 2,,1-O-4-Hydroxybenzoyl-beta-D-Glucose,0.703,3.139,0.22395667410003187,0.0010386947707782053,0.01504809049164925
Tier 1,HMDB0028819,Glutamyl-Glycine,0.522,2.364333333333333,0.22078105174115328,0.0003636371495823219,0.008281404858420938
Tier 2,,N-(L-Arginino)succinic acid,0.543,2.4676666666666667,0.22004592732675943,0.001001257982255697,0.014875595858459054
Tier 2,C00051,Glutathione,0.237,1.102,0.21506352087114336,5.68252074538672e-05,0.003466337654685899
Tier 1,C00308,Canavanine,0.6582666666666667,3.089333333333333,0.2130772550712128,0.004566187715567754,0.037269095509457936
Tier 2,C14828,"9,10-DHOME",0.26733333333333337,1.2903333333333333,0.2071816068199432,0.0007039206909805509,0.011331167789534146
Tier 2,C22137,Isomer 6 of 4-Chloro-L-lysine,0.33933333333333326,1.642666666666667,0.20657467532467524,0.005998045686859607,0.04427856656732665
Tier 2,,(-)-Epigallocatechin sulfate,0.412,2.0500000000000003,0.20097560975609752,0.003627560972756612,0.03215895531038856
Tier 2,C04785,Isomer 1 of 13(S)-HPOT,0.47833333333333333,2.4496666666666664,0.19526466185875632,0.005492625775163079,0.04272451861351683
Tier 2,,"2-Hydroxyhepta-2,4-dienedioic acid",0.45156666666666667,2.3353333333333333,0.19336283185840708,0.0027050584722397753,0.027501427801104383
Tier 2,C05957,Prostaglandin J2,0.2854,1.4776666666666667,0.1931423415294383,0.0003715556968402837,0.008281404858420938
Tier 2,C07354,"Isomer 1 of (7S,8S)-DiHODE",0.2836666666666667,1.4723333333333333,0.19266470455059997,0.0002360278597838403,0.006513244987844545
Tier 2,,"3',5'-Cyclic GMP",0.6880000000000001,3.576333333333333,0.19237580389598288,0.017758800211492707,0.09065040649320152
Tier 2,,Aspartyl-gamma-Glutamic acid,0.426,2.2336666666666667,0.19071780331293836,0.00325625095649617,0.030191958868632487
Tier 2,,"15-Deoxy-Delta12,14-PGJ2",0.15693333333333334,0.8303333333333334,0.18900040144520272,0.0020886660269281037,0.02308249292238006
Tier 1,C06104,Adipic acid,0.38713333333333333,2.064666666666666,0.18750403616402975,1.4574199245340207e-05,0.001542710907347917
Tier 2,,L-Tyrosine O-sulfate,0.355,1.8936666666666666,0.1874669952473156,0.0005855312001339773,0.011233023372186282
Tier 2,,Isomer 1 of Prolyl-Glutamine,0.45,2.4006666666666665,0.1874479311302416,0.0077207644579186,0.05294891128241218
Tier 2,,2-Hydroxyethylenedicarboxylic acid,0.6486666666666667,3.4659999999999997,0.18715137526447398,0.003668912098125066,0.03215895531038856
Tier 2,,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylic acid",0.2796666666666667,1.499666666666667,0.1864858857523894,0.017889411379942058,0.09065040649320152
Tier 2,C16320,Colnelenic acid,0.17633333333333334,0.948,0.18600562587904362,8.071503603382213e-06,0.001169359084539998
Tier 2,C04545,1-Methylguanosine,0.48829999999999996,2.6443333333333334,0.18465901928652462,1.445529306423213e-06,0.00027922807769075066
Tier 1,C00383,Malonic acid,0.38033333333333336,2.06,0.18462783171521036,0.0013524597119770924,0.018017250645763795
Tier 2,,"3,4-Dihydroxyphenylethyleneglycol 4-O-glucuronide",0.1611,0.8933333333333332,0.18033582089552241,0.04712666331136997,0.15323187942936686
Tier 2,,Palmitoylglycine,0.19633333333333333,1.0986666666666667,0.1787014563106796,0.005410162219087164,0.042367418999473126
Tier 2,C05714,alpha-Aminopropiononitrile,0.4563333333333333,2.6396666666666664,0.17287536305089027,0.00042865673477731383,0.009200243622350125
Tier 2,,2-Pyrazoline,0.4563333333333333,2.6396666666666664,0.17287536305089027,0.00042865673477731383,0.009200243622350125
Tier 2,,"2,3-Dihydroxyindole",0.24723333333333333,1.4363333333333335,0.17212810396843814,0.009841495992197788,0.061655642459228305
Tier 2,C06234,4-Methyl-L-glutamic acid,0.8436666666666666,4.9365,0.1709038117424626,0.0001849536974686921,0.005991219437410422
Tier 2,C20186,"Isomer 1 of 5S,8R-DiHODE",0.24923333333333333,1.4873333333333332,0.16757059614522637,0.00011827340089879792,0.004425940215001655
Tier 2,,(+)-Gallocatechin/(-)-Epigallocatechin,0.17866666666666667,1.081,0.1652790625963614,0.001478009282426011,0.01882431602562359
Tier 2,C04122,D-1-Aminopropan-2-ol O-phosphate,0.5856666666666667,3.5843333333333334,0.16339626150841627,0.0006493637324732363,0.011233023372186282
Tier 2,C16319,Isomer 1 of Etherolenic acid,0.26566666666666666,1.636,0.1623879380603097,0.001396365738377953,0.018252423647008856
Tier 2,C05958,Delta-12-Prostaglandin J2,0.25899999999999995,1.601,0.16177389131792627,0.0006406320829231854,0.011233023372186282
Tier 2,,Robustaquinone A,0.1368,0.8533333333333334,0.1603125,0.021594401654282603,0.09901730931756711
Tier 2,C00127,Glutathione disulfide,0.17033333333333334,1.1016666666666668,0.15461422087745838,0.0021674755055290057,0.02343179407034065
Tier 2,C12136,(-)-Epigallocatechin,0.17033333333333334,1.1066666666666667,0.15391566265060241,0.0019364116300282395,0.022002951756889506
Tier 2,C20912,Tabtoxin biosynthesis intermediate 2,0.4246666666666667,2.790333333333333,0.15219209174531123,0.0032110919370745418,0.0301755249624252
Tier 1,,"3,3-Dimethylglutaric acid",0.32416666666666666,2.1966666666666668,0.1475720789074355,9.937156656782969e-06,0.0012796849516901623
Tier 2,C16308,Isomer 1 of Traumatic acid,0.327,2.247333333333333,0.1455057846336399,0.015470043666993801,0.08457443683983876
Tier 2,C06201,"2,4-Dihydroxyhept-2-enedioic acid",0.25780000000000003,1.7913333333333334,0.1439151470040938,3.109885511352301e-05,0.0025745409340409407
Tier 1,,2-Methyl-4-pentenoic acid,0.2836666666666667,2.0203333333333333,0.14040587361821483,0.000296390185957513,0.007308855862228885
Tier 2,C02220,2-Aminomuconic acid,0.8918666666666667,6.555666666666667,0.1360451517770885,0.00018714804863282817,0.005991219437410422
Tier 2,C20186,"5S,8R-DiHODE",0.15866666666666665,1.1946666666666668,0.13281249999999997,1.4641777377762801e-05,0.001542710907347917
Tier 1,C00179,Agmatine,0.243,1.8713333333333333,0.12985393658710367,0.017365576900866847,0.08945201612490968
Tier 2,C16679,all-trans-18-Hydroxyretinoic acid,0.20033333333333334,1.5813333333333333,0.12668634064080944,0.008139503964911364,0.05455877869090027
Tier 2,C16316,13(S)-HOT,0.322,2.5980000000000003,0.12394149345650499,0.0033196490582531233,0.030295065027680076
Tier 1,,trans-2-Methyl-2-pentenoic Acid,0.22966666666666669,1.9013333333333333,0.12079242636746144,0.00010257369245978219,0.004403070724477317
Tier 2,,"Quercetin 3-O-(6""-O-Feruloyl)-Glucoside",0.15403333333333333,1.3063333333333336,0.11791273284001018,0.004004636808976106,0.034018019660995075
Tier 2,C16564,Bis(glutathionyl)spermine disulfide,0.43393333333333334,3.8736666666666664,0.11202134067636177,0.002203680374173538,0.02343179407034065
Tier 2,C16326,9(S)-HOT,0.32066666666666666,2.9120000000000004,0.1101190476190476,0.006780169616334494,0.047915954788607794
Tier 2,,Isomer 1 of 1-O-(4-Coumaroyl)-beta-D-Glucose,0.3053666666666666,2.899666666666667,0.10531095528221632,0.018834484461435062,0.09171919113782873
Tier 2,,"4,5-Dioxopentanoic acid",0.287,2.989333333333333,0.09600802854594112,0.0050133484603377566,0.0400722128657342
Tier 2,C14766,9-OxoODE,0.10899999999999999,1.14,0.09561403508771929,2.9208064363106444e-05,0.0025745409340409407
Tier 2,C00885,Isochorismic acid,0.29833333333333334,3.247666666666667,0.0918608231550857,1.155742190589724e-08,1.33950519889349e-05
Tier 2,C14765,13-OxoODE,0.11599999999999999,1.3606666666666667,0.08525232729054384,0.0006924825198724679,0.011331167789534146
Tier 2,,cis-4-Octenedioic acid,0.154,1.8526666666666667,0.08312342569269521,0.0002836320401701292,0.007146294229503907
Tier 2,,2-Amino-2-deoxy-D-gluconic acid,0.15033333333333332,1.816,0.08278267254038178,0.00015859037730448248,0.005569886281693794
Tier 2,,"4,5-seco-Dopa/4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde",0.4121666666666666,5.244666666666666,0.07858777170458879,0.03205529303795547,0.11995878717146075
Tier 2,,Monodehydroascorbic acid,0.17233333333333334,2.3440000000000003,0.07352104664391353,0.0008835316930119351,0.013473858318432008
Tier 2,C04577,15-OxoETE,0.09133333333333334,1.3023333333333333,0.07013053493729204,0.0005959411934893176,0.011233023372186282
Tier 1,C16308,Traumatic acid,0.17200000000000001,2.4819999999999998,0.06929895245769542,0.00015689397058281913,0.005569886281693794
Tier 2,,Cystathionine sulfoxide,0.18433333333333332,2.6746666666666665,0.06891824526420738,1.0425013574702347e-06,0.00027922807769075066
Tier 2,C07289,Crepenynic acid,0.09466666666666668,1.3793333333333333,0.06863218946350895,0.0007292746941696108,0.011578484527980533
Tier 1,HMDB0000393,3-Hexenedioic acid,0.16366666666666668,2.5526666666666666,0.06411595716897363,0.01015121329151238,0.06291580858215427
Tier 2,C00616,Quercetin 3-sulfate,0.223,3.542,0.0629587803500847,0.0006156749874827747,0.011233023372186282
Tier 2,,2-Methyleneglutaric acid,0.16033333333333336,2.6846666666666668,0.059721877328035765,0.01093831307532228,0.06707674526083875
Tier 2,C16321,9(S)-HPOT,0.16766666666666666,2.9589999999999996,0.05666328714655853,0.01676757454357893,0.08714627307626896
Tier 2,C04785,Isomer 2 of 13(S)-HPOT,0.3203333333333333,5.773366666666667,0.055484668102378155,0.03772021467172783,0.13451608862933095
Tier 2,C02091,(S)-Ureidoglycine,0.1396666666666667,3.08,0.04534632034632035,0.00030852835002327504,0.007449674118270329
Tier 2,,Canavaninosuccinic acid,0.49913333333333326,16.026666666666667,0.03114392678868552,0.0007409663590116372,0.011605135271547128
Tier 1,C00035,Guanosine,0.061,2.1936666666666667,0.02780732411487616,7.958107783404698e-05,0.004010194313463498
Tier 2,,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",0.04276666666666667,1.9186666666666667,0.022289784572619875,0.004938751283794484,0.03975008845776255
